Category,Url,Product Title,SKU,Price,Save percent,Product list price,Image url,Product details,UPC,Available Options,Manufacturer Resources,Product Gallery,About the Manufacturer,Collection
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050381092-multiple-slotted-waste-tail-piece-included.html,Duravit 0050381092 Multiple Slotted Waste Tail-Piece Included,0050381092,$83.93, 30%,$120.00,https://www.kbauthority.com/images/T/33/51403_web2_prod_normal_2-01.jpg,"Duravit 0050381092 Multiple Slotted Waste Tail-Piece Included
SKU: 0050381092",04021534450525,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050401000-multiple-drain-cover-chrome.html,Duravit 0050401000 Multiple Drain Cover Chrome,0050401000,$37.94,  5%,$40.00,https://www.kbauthority.com/images/T/33/51414_web2_prod_normal_2-01.jpg,"Duravit 0050401000 Multiple Drain Cover Chrome
Individuality, elegance, and precision define the Duravit brand. From high efficiency toilets to vanity consoles, Duravit's team of top notch designers will fill your home with style and functionality.
SKU: 0050401000",04021534218248,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050421000-urinal-screen.html,Duravit 0050421000 Urinal Screen,0050421000,$40.81,  9%,$45.00,https://www.kbauthority.com/images/T/33/51436_web2_prod_normal_2-01.jpg,"Duravit 0050421000 Urinal Screen 
SKU: 0050421000",04021534220296,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050511092-multiple-pop-up-basin-waste-verticle-lever-tail-piece-included.html,Duravit 0050511092 Multiple Pop-Up Basin Waste Vertical Lever Tail-Piece Included,0050511092,$83.93, 30%,$120.00,https://www.kbauthority.com/images/T/33/51469_web2_prod_normal_2-01.jpg,"Duravit 0050511092 Multiple Pop-Up Basin Waste Verticle Lever Tail-Piece Included
SKU: 0050511092",04021534450495,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050540000-multiple-siphon-elongated-dip-tube-and-outlet-pipe-chrome.html,Duravit 0050540000 Multiple Siphon Elongated Dip Tube And Outlet Pipe Chrome,0050540000,$75.30, 28%,$105.00,https://www.kbauthority.com/images/T/33/51491_web2_prod_normal_2-01.jpg,"Duravit 0050540000 Multiple Siphon Elongated Dip Tube And Outlet Pipe Chrome
SKU: 0050540000",04021534303173,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050620000-multiple-blue-cleaner-with-spray-top-6-bottles-500ml-each.html,Duravit 0050620000 Multiple Blue Cleaner With Spray Top 6 Bottles 500ml  Each,0050620000,$58.05, 23%,$75.00,https://www.kbauthority.com/images/T/33/1945135_web2_prod_normal_2-01.jpg,"Duravit 0050620000 Multiple Blue Cleaner With Spray Top 6 Bottles 500ml  Each
SKU: 0050620000",04021534219344,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/geberit-0050640000-noise-reduction-gasket.html,Geberit 0050640000 Noise Reduction gasket,0050640000,$75.30, 28%,$105.00,https://www.kbauthority.com/images/T/138/0050640000.jpg,"Duravit 0050640000 Noise Reduction gasket
SKU: 0050640000",04021534405914,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050720000-multiple-mounting-kit-for-pre-wall-carriers-for-sensowash.html,Duravit 0050720000 Multiple Mounting Kit For Pre-Wall Carriers For SensoWash,0050720000,$60.93, 24%,$80.00,https://www.kbauthority.com/images/T/33/770031_web2_prod_normal_2-01.jpg,"Duravit 0050720000 Multiple Mounting Kit For Pre-Wall Carriers For SensoWash
SKU: 0050720000",04021534836732,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0050760000-space-saving-siphon-white-finish.html,Duravit 0050760000 Space Saving Siphon - White Finish,0050760000,$81.05, 30%,$115.00,https://www.kbauthority.com/images/T/20/0050760000_Duravit.jpg,"Duravit 0050760000 Space Saving Siphon - White Finish
		Space saving siphon white
		For vanity units the space saving siphon is recommended
		1 1/4"" inch
SKU: 0050760000",04053424328256,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0051120000-multiple-siphon-for-horizontal-outlet-2-inches-concealed.html,Duravit 0051120000 Multiple Siphon For Horizontal Outlet 2 Inches (concealed),0051120000,$49.43, 18%,$60.00,https://www.kbauthority.com/images/T/33/127047_web2_prod_normal_2-01.jpg,"Duravit 0051120000 Multiple Siphon For Horizontal Outlet 2 Inches (concealed)
SKU: 0051120000",04021534317729,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-0051130000-siphon-with-horizontal-outlet-concealed-0-1-1-1-gal.html,"Duravit 0051130000 Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 Gal",0051130000,$66.68, 26%,$90.00,https://www.kbauthority.com/images/T/314/0051130000_Duravit.jpg,"Duravit 0051130000 Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 GalDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Features:Siphon with Horizontal Outlet (Concealed), 0.1 - 1.1 GalSKU: 0051130000",04053424057316,,,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",P3 Comforts
